2.18443536	-1195.64513656
2.28128292	-1195.67522451
2.37839145	-1195.72507957
2.47573027	-1195.83162893
2.57327322	-1195.86623435
2.62211315	-1195.95922998
2.67099599	-1195.97263000
2.71991941	-1195.96331028
2.76888128	-1196.00031151
2.79337649	-1196.01118132
2.81788057	-1196.01489026
2.84239329	-1196.01896141
2.86691442	-1196.02228961
2.89144377	-1196.02459217
2.91598111	-1196.02615051
2.94052624	-1196.02728333
2.96507898	-1196.02811339
2.98963914	-1196.02857920
3.01420653	-1196.02845717
3.03878098	-1196.02756412
3.06336232	-1196.02590671
3.08795039	-1196.02357443
3.11254502	-1196.02071095
3.13714606	-1196.01748524
3.16175336	-1196.01406211
3.21098519	-1196.00711850
3.26024038	-1196.00039050
3.30951788	-1195.99375546
3.35881672	-1195.98688881
3.43280446	-1195.97583199
3.50683523	-1195.96515298
3.58090637	-1195.95473243
3.65501540	-1195.94509023
3.72915898	-1195.93705342
3.80333613	-1195.92988164
3.87754492	-1195.92182967
3.95178356	-1195.91131313
4.07557738	-1195.88497515
4.19944265	-1195.85513639
4.32337323	-1195.83879695
4.44736367	-1195.83802270
4.57140909	-1195.83802270
4.69550513	-1195.83802270
4.81964788	-1195.83802270
4.94383383	-1195.83802270
5.19232384	-1195.83802270
5.44095228	-1195.83802270
5.68970098	-1195.83802270
5.93855484	-1195.83802270
6.43652730	-1195.83802270
6.93479147	-1195.83802270
7.43328871	-1195.83802270
7.93197506	-1195.83802270
9.17931703	-1195.83802270
10.42729560	-1195.83802270
11.67570664	-1195.83802270
12.92442483	-1195.83802270
