1.0000000000	0.94036037
1.0100000000	0.90823289
1.0200000000	0.87031436
1.0300000000	0.82591277
1.0400000000	0.77434434
1.0500000000	0.71497405
1.0600000000	0.64727036
1.0700000000	0.57087687
1.0800000000	0.48570179
1.0900000000	0.39202220
1.1000000000	0.29059218
1.1100000000	0.18273059
1.1200000000	0.07034975
1.1300000000	-0.04411843
1.1400000000	-0.15792183
1.1500000000	-0.26828841
1.1600000000	-0.37275342
1.1700000000	-0.46942240
1.1800000000	-0.55710667
1.1900000000	-0.63532111
1.2000000000	-0.70417878
1.2100000000	-0.76423528
1.2200000000	-0.81632933
1.2300000000	-0.86144844
1.2400000000	-0.90063099
1.2500000000	-0.93490416
1.2600000000	-0.96525132
1.2700000000	-0.99260118
1.2800000000	-1.01783144
1.2900000000	-1.04178125
1.3000000000	-1.06526825
1.3100000000	-1.08910680
1.3200000000	-1.11412449
1.3300000000	-1.14117419
1.3400000000	-1.17113818
1.3500000000	-1.20492054
1.3600000000	-1.24342381
1.3700000000	-1.28750636
1.3800000000	-1.33791947
1.3900000000	-1.39522843
1.4000000000	-1.45972969
1.4100000000	-1.53138555
1.4200000000	-1.60980453
1.4300000000	-1.69429340
1.4400000000	-1.78399102
1.4500000000	-1.87806588
1.4600000000	-1.97592764
1.4700000000	-2.07738350
1.4800000000	-2.18267232
1.4900000000	-2.29233485
1.5000000000	-2.40691936
1.5100000000	-2.52657120
1.5200000000	-2.65060666
1.5300000000	-2.77721373
1.5400000000	-2.90342458
1.5500000000	-3.02543522
1.5600000000	-3.13920808
1.5700000000	-3.24115381
1.5800000000	-3.32864812
1.5900000000	-3.40023389
1.6000000000	-3.45551734
1.6100000000	-3.49488089
1.6200000000	-3.51915514
1.6300000000	-3.52934607
1.6400000000	-3.52645388
1.6500000000	-3.51137824
1.6600000000	-3.48488715
1.6700000000	-3.44762512
1.6800000000	-3.40014164
1.6900000000	-3.34292806
1.7000000000	-3.27645716
1.7100000000	-3.20122417
1.7200000000	-3.11778991
1.7300000000	-3.02682667
1.7400000000	-2.92916440
1.7500000000	-2.82583088
1.7600000000	-2.71807580
1.7700000000	-2.60736728
1.7800000000	-2.49535312
1.7900000000	-2.38378673
1.8000000000	-2.27442720
1.8100000000	-2.16893112
1.8200000000	-2.06875526
1.8300000000	-1.97508515
1.8400000000	-1.88879653
1.8500000000	-1.81044784
1.8600000000	-1.74029668
1.8700000000	-1.67833097
1.8800000000	-1.62430684
1.8900000000	-1.57778781
1.9000000000	-1.53818260
1.9100000000	-1.50478095
1.9200000000	-1.47678771
1.9300000000	-1.45335523
1.9400000000	-1.43361354
1.9500000000	-1.41669710
1.9600000000	-1.40176702
1.9700000000	-1.38802787
1.9800000000	-1.37473933
1.9900000000	-1.36122367
2.0000000000	-1.34687086
2.0100000000	-1.33114353
2.0200000000	-1.31358365
2.0300000000	-1.29382249
2.0400000000	-1.27159423
2.0500000000	-1.24675243
2.0600000000	-1.21928694
2.0700000000	-1.18933731
2.0800000000	-1.15719820
2.0900000000	-1.12331203
2.1000000000	-1.08824622
2.1100000000	-1.05265493
2.1200000000	-1.01722934
2.1300000000	-0.98264291
2.1400000000	-0.94949995
2.1500000000	-0.91829440
2.1600000000	-0.88938331
2.1700000000	-0.86297608
2.1800000000	-0.83913768
2.1900000000	-0.81780242
2.2000000000	-0.79879421
2.2100000000	-0.78185007
2.2200000000	-0.76664410
2.2300000000	-0.75281050
2.2400000000	-0.73996466
2.2500000000	-0.72772227
2.2600000000	-0.71571628
2.2700000000	-0.70361166
2.2800000000	-0.69111801
2.2900000000	-0.67799964
2.3000000000	-0.66408288
2.3100000000	-0.64926026
2.3200000000	-0.63349126
2.3300000000	-0.61679972
2.3400000000	-0.59926808
2.3500000000	-0.58102881
2.3600000000	-0.56225393
2.3700000000	-0.54314327
2.3800000000	-0.52391252
2.3900000000	-0.50478172
2.4000000000	-0.48596506
2.4100000000	-0.46766230
2.4200000000	-0.45005220
2.4300000000	-0.43328799
2.4400000000	-0.41749464
2.4500000000	-0.40276796
2.4600000000	-0.38917484
2.4700000000	-0.37675470
2.4800000000	-0.36552152
2.4900000000	-0.35546631
2.5000000000	-0.34655982
2.5100000000	-0.33875524
2.5200000000	-0.33199081
2.5300000000	-0.32619236
2.5400000000	-0.32127556
2.5500000000	-0.31714799
2.5600000000	-0.31371110
2.5700000000	-0.31086191
2.5800000000	-0.30849452
2.5900000000	-0.30650160
2.6000000000	-0.30477559
2.6100000000	-0.30320992
2.6200000000	-0.30170006
2.6300000000	-0.30014447
2.6400000000	-0.29844550
2.6500000000	-0.29651016
2.6600000000	-0.29425090
2.6700000000	-0.29158620
2.6800000000	-0.28844121
2.6900000000	-0.28474825
2.7000000000	-0.28044731
2.7100000000	-0.27548646
2.7200000000	-0.26982220
2.7300000000	-0.26341976
2.7400000000	-0.25625337
2.7500000000	-0.24830641
2.7600000000	-0.23957147
2.7700000000	-0.23005042
2.7800000000	-0.21975427
2.7900000000	-0.20870298
2.8000000000	-0.19692519
2.8100000000	-0.18445775
2.8200000000	-0.17134524
2.8300000000	-0.15763931
2.8400000000	-0.14339798
2.8500000000	-0.12868481
2.8600000000	-0.11356807
2.8700000000	-0.09811980
2.8800000000	-0.08241494
2.8900000000	-0.06653032
2.9000000000	-0.05054386
2.9100000000	-0.03453362
2.9200000000	-0.01857699
2.9300000000	-0.00274992
2.9400000000	0.01287377
2.9500000000	0.02822305
2.9600000000	0.04323025
2.9700000000	0.05783152
2.9800000000	0.07196726
2.9900000000	0.08558243
3.0000000000	0.09862677
3.0100000000	0.11105498
3.0200000000	0.12282677
3.0300000000	0.13390687
3.0400000000	0.14426496
3.0500000000	0.15387550
3.0600000000	0.16271757
3.0700000000	0.17077464
3.0800000000	0.17803431
3.0900000000	0.18448800
3.1000000000	0.19013069
3.1100000000	0.19496062
3.1200000000	0.19897899
3.1300000000	0.20218972
3.1400000000	0.20459916
3.1500000000	0.20621586
3.1600000000	0.20705040
3.1700000000	0.20711513
3.1800000000	0.20642411
3.1900000000	0.20499286
3.2000000000	0.20283834
3.2100000000	0.19997876
3.2200000000	0.19643357
3.2300000000	0.19222335
3.2400000000	0.18736975
3.2500000000	0.18189547
3.2600000000	0.17582417
3.2700000000	0.16918044
3.2800000000	0.16198978
3.2900000000	0.15427854
3.3000000000	0.14607387
3.3100000000	0.13740366
3.3200000000	0.12829652
3.3300000000	0.11878166
3.3400000000	0.10888889
3.3500000000	0.09864844
3.3600000000	0.08809095
3.3700000000	0.07724733
3.3800000000	0.06614866
3.3900000000	0.05482604
3.4000000000	0.04331052
3.4100000000	0.03163294
3.4200000000	0.01982384
3.4300000000	0.00791332
3.4400000000	-0.00406901
3.4500000000	-0.01609417
3.4600000000	-0.02813380
3.4700000000	-0.04016026
3.4800000000	-0.05214662
3.4900000000	-0.06406666
3.5000000000	-0.07589487
3.5100000000	-0.08760641
3.5200000000	-0.09917710
3.5300000000	-0.11058333
3.5400000000	-0.12180210
3.5500000000	-0.13281093
3.5600000000	-0.14358789
3.5700000000	-0.15411163
3.5800000000	-0.16436136
3.5900000000	-0.17431695
3.6000000000	-0.18395902
3.6100000000	-0.19326903
3.6200000000	-0.20222944
3.6300000000	-0.21082388
3.6400000000	-0.21903733
3.6500000000	-0.22685629
3.6600000000	-0.23426906
3.6700000000	-0.24126589
3.6800000000	-0.24783924
3.6900000000	-0.25398395
3.7000000000	-0.25969745
3.7100000000	-0.26497995
3.7200000000	-0.26983453
3.7300000000	-0.27426725
3.7400000000	-0.27828723
3.7500000000	-0.28190664
3.7600000000	-0.28514062
3.7700000000	-0.28800723
3.7800000000	-0.29052722
3.7900000000	-0.29272387
3.8000000000	-0.29462261
3.8100000000	-0.29625074
3.8200000000	-0.29763700
3.8300000000	-0.29881110
3.8400000000	-0.29980320
3.8500000000	-0.30064339
3.8600000000	-0.30136106
3.8700000000	-0.30198431
3.8800000000	-0.30253930
3.8900000000	-0.30304955
3.9000000000	-0.30353528
3.9100000000	-0.30401270
3.9200000000	-0.30449330
3.9300000000	-0.30498310
3.9400000000	-0.30548192
3.9500000000	-0.30598260
3.9600000000	-0.30647026
3.9700000000	-0.30692147
3.9800000000	-0.30730345
3.9900000000	-0.30757328
4.0000000000	-0.30767712
